customer_city,transaction_amount,geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
colonia leopoldina,2,57975.0,-8.945705999999944,-35.75580199999996,colonia leopoldina,AL
anadia,2,57660.0,-9.682726142510177,-36.30282096257622,anadia,AL
junco do serido,2,58640.0,-6.99414064854779,-36.71401585477695,junco do serido,PB
igaci,2,57620.0,-9.537973348155305,-36.63070656476612,igaci,AL
coxilha,2,99145.0,-28.12613030515086,-52.29680270599385,coxilha,RS
sao felipe,2,44550.0,-12.850279758392476,-39.08411596367568,sao felipe,BA
dom vicoso,2,37474.0,-22.254248409707877,-45.16220579917728,dom vicoso,MG
cotriguacu,2,78330.0,-9.908288234311245,-58.56601544408977,cotriguacu,MT
nova canaa,2,45270.0,-14.79234843401335,-40.143077871178384,nova canaa,BA
couto de magalhaes,2,77750.0,-8.359915762287901,-49.18173878952982,couto de magalhaes,TO
engenheiro passos,2,27555.0,-20.708691677441696,-46.61662700757711,engenheiro passos,RJ
campina do monte alegre,2,18245.0,-23.58775212416298,-48.47618365053317,campina do monte alegre,SP
nazareno,2,36370.0,-21.223755,-44.61895575,nazareno,MG
divisa alegre,2,39995.0,-15.74316434879632,-41.33545519051933,divisa alegre,MG
bom jesus da serra,2,45263.0,-14.372868899886312,-40.50664697115248,bom jesus da serra,BA
agua clara,2,79680.0,-20.432566862943663,-52.87786501220904,agua clara,MS
pindorama,2,15830.0,-21.17860187513489,-48.89898761647285,pindorama,SP
bocaiuva do sul,2,83450.0,-25.21439321936113,-49.11148701241143,bocaiuva do sul,PR
jaci,2,15155.0,-20.889600826708687,-49.57165655226015,jaci,SP
itambaraca,2,86375.0,-23.0128323900912,-50.40753203807903,itambaraca,PR
jacigua,2,29297.0,-20.711227849943672,-41.01616261431388,jacigua,ES
oeiras do para,2,68470.0,-1.999316560936576,-49.85713922962104,oeiras do para,PA
senador amaral,2,37615.0,-22.58510664325798,-46.17503411261823,senador amaral,MG
martinho campos,2,35606.0,-19.327343803022845,-45.23885769810973,martinho campos,MG
moncoes,2,15275.0,-20.851907595580045,-50.08938803282958,moncoes,SP
conceicao,2,58970.0,-7.556145707686538,-38.5073105648571,conceicao,PB
alvarenga,2,35249.0,-19.419939705930005,-41.72833903675876,alvarenga,MG
celina,2,29510.0,-19.38809867792141,-40.06813250866018,celina,ES
salmourao,2,17720.0,-21.6214267391176,-50.85877712534101,salmourao,SP
bras pires,2,36542.0,-20.84766470155162,-43.2435924712878,bras pires,MG
armazem,2,88740.0,-28.262298133122105,-49.01626218912277,armazem,SC
cristiano otoni,2,36426.0,-20.826477059154392,-43.81318943960629,cristiano otoni,MG
satuba,2,57120.0,-9.56566510299885,-35.82326662758272,satuba,AL
sao francisco de assis,2,97610.0,-29.54958292995201,-55.12755459866026,sao francisco de assis,RS
patrocinio paulista,2,14415.0,-20.643123703887085,-47.28157537181574,patrocinio paulista,SP
laranjal do jari,2,68920.0,1.211469000000058,-53.045751499999966,laranjal do jari,AP
romaria,2,38520.0,-18.886545368629967,-47.58467877647247,romaria,MG
hidrolina,2,76375.0,-14.724111367789128,-49.47104045088915,hidrolina,GO
sao joao do manhuacu,2,36918.0,-20.390189433988983,-42.15790865499606,sao joao do manhuacu,MG
maragogipe,2,44420.0,-12.774054668696486,-38.92041410355151,maragogipe,BA
pocoes,2,45260.0,-14.52387105097794,-40.37247955333515,pocoes,BA
sao francisco do guapore,2,76935.0,-12.062075366376703,-63.57025994331108,sao francisco do guapore,RO
conceicao da feira,2,44320.0,-12.50472665347062,-39.000224905678,conceicao da feira,BA
sape,2,58340.0,-7.094054066530962,-35.227660806664296,sape,PB
portelandia,2,75835.0,-17.357592059307837,-52.68092991281176,portelandia,GO
nova palma,2,97250.0,-29.467945512743945,-53.46422836860997,nova palma,RS
itamira,2,48355.0,-11.720562650666556,-38.22460325413346,itamira,BA
amapora,2,87850.0,-23.096977141561467,-52.78281460798768,amapora,PR
pimenteiras,2,64320.0,-6.236814853563464,-41.42145634201006,pimenteiras,PI
irupi,2,29398.0,-20.34554285738148,-41.64174562247486,irupi,ES
alhandra,2,58320.0,-7.424419818893402,-34.91045276838518,alhandra,PB
ribeirao branco,2,18430.0,-24.227920717080053,-48.76697040364108,ribeirao branco,SP
serro,2,39150.0,-18.60356054680345,-43.39328852347728,serro,MG
paulo lopes,2,88490.0,-27.962987017603908,-48.67050566252546,paulo lopes,SC
cerro grande do sul,2,96770.0,-30.595010902546196,-51.74985429259559,cerro grande do sul,RS
acaiaca,2,35438.0,-20.36377943737353,-43.14662318269655,acaiaca,MG
sao jose da coroa grande,2,55565.0,-8.892030444846668,-35.148294484147435,sao jose da coroa grande,PE
augusto pestana,2,98740.0,-28.514978216755537,-53.99252795510896,augusto pestana,RS
gloria do goita,2,55620.0,-8.000215504088436,-35.29736561397076,gloria do goita,PE
espigao alto do iguacu,2,85465.0,-25.428031566796456,-52.8418471317496,espigao alto do iguacu,PR
urucurituba,2,69180.0,-3.1290281963597573,-58.155941512619634,urucurituba,AM
frecheirinha,2,62340.0,-3.75967384362855,-40.81892595908332,frecheirinha,CE
arenapolis,2,78420.0,-14.45975756874911,-56.84253192275758,arenapolis,MT
jupi,2,55395.0,-8.70892707294909,-36.417839360975655,jupi,PE
figueiropolis d'oeste,2,78290.0,-15.447553002615006,-58.74141789454971,figueiropolis d'oeste,MT
pacoti,2,62770.0,-4.224936243027124,-38.92043764740593,pacoti,CE
celso ramos,2,88598.0,-27.634082073009672,-51.332803224299,celso ramos,SC
itirapina,2,13530.0,-22.24952039418273,-47.81123678056145,itirapina,SP
quijingue,2,48830.0,-10.755868248331524,-39.20718124833152,quijingue,BA
carolina,2,65980.0,-7.332386075318738,-47.472693185821285,carolina,MA
joao camara,2,59550.0,-5.536273467486494,-35.81378060012066,joao camara,RN
espigao,2,19575.0,-22.19467996643823,-51.35655466743936,espigao,SP
itapiuna,2,62740.0,-4.559058445297912,-38.91493703518787,itapiuna,CE
capela de santana,2,95745.0,-29.682116191300608,-51.31878806160693,capela de santana,RS
boa vista do gurupi,2,65292.0,-1.7995776157177563,-46.31335612243206,boa vista do gurupi,MA
baianopolis,2,47830.0,-12.305761847650334,-44.53999102974285,baianopolis,BA
dobrada,2,15980.0,-21.52449444599108,-48.39189936022156,dobrada,SP
penaforte,2,63280.0,-7.830512992621943,-39.07565591931012,penaforte,CE
novo barreiro,2,98338.0,-27.918713999999945,-53.11694149999997,novo barreiro,RS
acegua,2,96445.0,-31.696598999999942,-54.16378549999996,acegua,RS
tobias barreto,2,49300.0,-11.191336326789214,-38.00238280801357,tobias barreto,SE
corguinho,2,79460.0,-19.832929694705445,-54.82875159315118,corguinho,MS
murutinga do sul,2,16950.0,-20.994789945718544,-51.27934659319836,murutinga do sul,SP
sao thome das letras,2,37408.0,-21.72446674790877,-44.98338516313441,sao thome das letras,MG
areia,2,58397.0,-6.9666820403891,-35.70005660745292,areia,PB
coroaci,2,39710.0,-18.62440515359352,-42.28621788049272,coroaci,MG
arroio do tigre,2,96950.0,-29.33866938896504,-53.090458978536525,arroio do tigre,RS
rancho queimado,2,88470.0,-27.67010614993153,-49.01339877340572,rancho queimado,SC
taciba,2,19590.0,-22.393820515607523,-51.29361375179074,taciba,SP
mambai,2,73970.0,-14.489334290868127,-46.11329914188419,mambai,GO
mariluz,2,87470.0,-24.007313879623783,-53.14897214277437,mariluz,PR
elisio medrado,2,45305.0,-12.946367024042791,-39.52282824415811,elisio medrado,BA
altamira do parana,2,85280.0,-24.801782623093032,-52.71594547080467,altamira do parana,PR
apuiares,2,62630.0,-3.946564854259543,-39.43058266592365,apuiares,CE
virgolandia,2,39715.0,-18.47740298440162,-42.30992137861601,virgolandia,MG
extremoz,2,59575.0,-5.705777547533375,-35.29998432943852,extremoz,RN
porangaba,2,18260.0,-23.18190866035245,-48.122611436925126,porangaba,SP
abaira,2,46690.0,-13.250584431044702,-41.66252498498597,abaira,BA
seberi,2,98380.0,-27.47797299013989,-53.40706160202716,seberi,RS
aguas de sao pedro,2,13525.0,-22.597237012242356,-47.87304162058393,aguas de sao pedro,SP
pindorama do tocantins,2,77380.0,-11.136895788631303,-47.57488705320804,pindorama do tocantins,TO
putinga,2,95975.0,-29.000692931050256,-52.15843846606673,putinga,RS
euclides da cunha paulista,2,19275.0,-22.558175959200327,-52.59030575420587,euclides da cunha paulista,SP
sinimbu,2,96890.0,-29.53810196299767,-52.51999524277967,sinimbu,RS
colmeia,2,77725.0,-8.732500781527103,-48.7519806611064,colmeia,TO
ielmo marinho,2,59490.0,-5.823806150301517,-35.552830968995934,ielmo marinho,RN
paripiranga,2,48430.0,-10.677753829513447,-37.86677347186595,paripiranga,BA
rechan,2,18217.0,-23.598939421977,-48.31949411021252,rechan,SP
varzea alegre,2,63540.0,-6.791794185919147,-39.30021891805819,varzea alegre,CE
machacalis,2,39873.0,-17.078152021917486,-40.71761983793195,machacalis,MG
picui,2,58187.0,-6.504931576089685,-36.34127980888311,picui,PB
santa mercedes,2,17940.0,-21.34795563945422,-51.75103152529844,santa mercedes,SP
xavantina,2,89780.0,-27.02090999999996,-52.32995999999997,xavantina,SC
iguaracu,2,86750.0,-23.197379641887533,-51.82225932835955,iguaracu,PR
boninal,2,46740.0,-12.705754721441645,-41.830122157825066,boninal,BA
quitandinha,2,83840.0,-25.87490734545216,-49.499046992503104,quitandinha,PR
sao joao do oriente,2,35146.0,-19.337351436535982,-42.159707063464,sao joao do oriente,MG
matoes do norte,2,65468.0,-3.6303331421674048,-44.55874198755373,matoes do norte,MA
camocim de sao felix,2,55665.0,-8.363290117787423,-35.76703464650922,camocim de sao felix,PE
amaraji,2,55515.0,-8.382198401987715,-35.45034741596354,amaraji,PE
aurea,2,99835.0,-27.69722350739536,-52.055877900089214,aurea,RS
belmonte,2,45800.0,-15.862078637260714,-38.87762372118182,belmonte,BA
guaratinga,2,45840.0,-16.583875436328864,-39.7855610979958,guaratinga,BA
bandeira do sul,2,37740.0,-21.734457472476837,-46.38508967245923,bandeira do sul,MG
cumari,2,75760.0,-18.26829398987472,-48.14927679873251,cumari,GO
muniz freire,2,29380.0,-20.462560161062456,-41.41300627669933,muniz freire,ES
senador modestino goncalves,2,39190.0,-17.95101701216431,-43.22230759844948,senador modestino goncalves,MG
nova itaberaba,2,89818.0,-26.941563349500413,-52.81211991353272,nova itaberaba,SC
sao vendelino,2,95795.0,-29.36965041146749,-51.378081466662685,sao vendelino,RS
conde,2,48300.0,-11.815260158431924,-37.614290054051565,conde,BA
santana do serido,2,59350.0,-6.771544674630059,-36.73584499356985,santana do serido,RN
deputado irapuan pinheiro,2,63645.0,-5.880602999999944,-39.25053349999996,deputado irapuan pinheiro,CE
boqueirao do leao,2,95920.0,-29.30263901903529,-52.42872858803613,boqueirao do leao,RS
pato bragado,2,85948.0,-24.62607449710844,-54.230496748554216,pato bragado,PR
iuna,2,29390.0,-20.347608763449266,-41.53608997220348,iuna,ES
caiua,2,19450.0,-21.833248485818437,-51.98688883763318,caiua,SP
tapiramuta,2,44840.0,-11.84964670773523,-40.792174146132375,tapiramuta,BA
pindoba,2,57720.0,-9.474921681204073,-36.2876755840602,pindoba,AL
novo oriente do piaui,2,64530.0,-6.45076898850479,-41.92298820120746,novo oriente do piaui,PI
serrania,2,37143.0,-21.54820902419117,-46.042778067606186,serrania,MG
floreal,2,15320.0,-20.67639955969813,-50.15389524091035,floreal,SP
venturosa,2,55270.0,-8.58155669496958,-36.87812529015714,venturosa,PE
santo antonio do grama,2,35388.0,-20.319476147492654,-42.60181630048609,santo antonio do grama,MG
barrolandia,2,77665.0,-9.83521114808075,-48.726039600499824,barrolandia,TO
cortes,2,55525.0,-8.475008743669271,-35.544236173217755,cortes,PE
santo antonio do pinhal,2,12450.0,-22.823006371911536,-45.66732292476693,santo antonio do pinhal,SP
antonio cardoso,2,44180.0,-12.437923873440552,-39.12078904584024,antonio cardoso,BA
crissiumal,2,98640.0,-27.49902255300877,-54.108769770932575,crissiumal,RS
caririacu,2,63220.0,-7.040442368684398,-39.28064211589994,caririacu,CE
pendencias,2,59504.0,-5.260622485492328,-36.72318057435693,pendencias,RN
ouro verde de minas,2,39855.0,-18.06951445036628,-41.27240514557984,ouro verde de minas,MG
riachao das neves,2,47970.0,-11.753135950663646,-44.911506654495625,riachao das neves,BA
lunardelli,2,86935.0,-24.08037562195659,-51.740516901258935,lunardelli,PR
cubati,2,58167.0,-6.86480093439425,-36.35301618037193,cubati,PB
campo alegre de goias,2,75795.0,-17.63183152644835,-47.77256871816776,campo alegre de goias,GO
sao jose da laje,2,57860.0,-9.00924290222294,-36.05488933507498,sao jose da laje,AL
novo repartimento,2,68473.0,-4.251074336532604,-49.95793693532213,novo repartimento,PA
potim,2,12525.0,-22.841959286551266,-45.25567489938757,potim,SP
bom retiro do sul,2,95870.0,-29.60436365128596,-51.93872728006997,bom retiro do sul,RS
santana dos montes,2,36430.0,-20.788254619444803,-43.68214774585707,santana dos montes,MG
jequitai,2,39370.0,-17.22966385941289,-44.43819257029356,jequitai,MG
presidente kubitschek,2,39135.0,-18.61808620081955,-43.56687815624905,presidente kubitschek,MG
leandro ferreira,2,35657.0,-19.7132270564844,-45.02829771893357,leandro ferreira,MG
sao vicente ferrer,2,55860.0,-7.590987000000002,-35.48175300000001,sao vicente ferrer,PE
turvania,2,76110.0,-16.60985569836856,-50.13344464480648,turvania,GO
coroados,2,16260.0,-21.35244293102535,-50.28482297686622,coroados,SP
aratuba,2,62762.0,-4.41983119311703,-39.044931993293694,aratuba,CE
roncador,2,87320.0,-24.594496260917715,-52.27686769568828,roncador,PR
chacara,2,36110.0,-21.672382283549545,-43.2178530054279,chacara,MG
tuparendi,2,98940.0,-27.74673754440589,-54.48315434123769,tuparendi,RS
irai,2,98460.0,-27.19821574297093,-53.25564942287676,irai,RS
capinzal do norte,2,65735.0,-4.723408091139918,-44.32771905923667,capinzal do norte,MA
cruzeiro da fortaleza,2,38735.0,-18.964748999999948,-46.67578549999996,cruzeiro da fortaleza,MG
vereda,2,45955.0,-17.322349500000005,-39.89341574999999,vereda,BA
alto parana,2,87750.0,-23.132700277025453,-52.31974206630135,alto parana,PR
lourdes,2,15285.0,-20.96703644382022,-50.22630922242243,lourdes,SP
materlandia,2,39755.0,-18.473444264298173,-43.06021304118754,materlandia,MG
itueta,2,35222.0,-19.414224426621665,-41.24952768357386,itueta,MG
paranatinga,2,78870.0,-14.435183928082909,-54.05670746737458,paranatinga,MT
itatiaiucu,2,35685.0,-20.20343397395251,-44.42951949880914,itatiaiucu,MG
santa ernestina,2,15970.0,-21.45854505177983,-48.39013825550917,santa ernestina,SP
werneck,2,25860.0,-22.215702209253703,-43.31669558794168,werneck,RJ
simolandia,2,73930.0,-14.464306084633265,-46.47994928146718,simolandia,GO
tacaratu,2,56480.0,-9.106289690475828,-38.149796602331584,tacaratu,PE
fazenda vilanova,2,95875.0,-29.59064430916081,-51.82633724129569,fazenda vilanova,RS
caninde de sao francisco,2,49820.0,-9.660839266683306,-37.78713320002144,caninde de sao francisco,SE
pentecoste,2,62640.0,-3.788593750670136,-39.26626853016101,pentecoste,CE
itaguaru,2,76660.0,-15.768275113933052,-49.63320925580543,itaguaru,GO
iguai,2,45280.0,-14.756761408952382,-40.0902522936814,iguai,BA
martins,2,59800.0,-6.08873643301195,-37.91078475749865,martins,RN
prudente de morais,2,35715.0,-19.47072584389524,-44.15907473573972,prudente de morais,MG
itapirapua paulista,2,18385.0,-24.577270735989423,-49.16968693271615,itapirapua paulista,SP
tocos,2,28148.0,-22.98536776591707,-44.30302379845107,tocos,RJ
ajuricaba,2,98750.0,-28.238124447645266,-53.769646170631695,ajuricaba,RS
xapuri,2,69930.0,-10.64484826026171,-68.50800698553198,xapuri,AC
juscimeira,2,78810.0,-16.053688877142214,-54.88921944116903,juscimeira,MT
diorama,2,76260.0,-16.240203113601034,-51.25840749629374,diorama,GO
barra de santo antonio,2,57925.0,-9.403298910346338,-35.51051351041828,barra de santo antonio,AL
serrolandia,2,44710.0,-11.415194493180463,-40.30206210154719,serrolandia,BA
cavalcante,2,73790.0,-13.796758370945645,-47.45562986494824,cavalcante,GO
ivai,2,84460.0,-25.006441294595263,-50.86149945247331,ivai,PR
quixere,2,62920.0,-5.069803090778165,-37.98568678190836,quixere,CE
antonio pereira,2,35411.0,-20.28905180518193,-43.47553634220103,antonio pereira,MG
baldim,2,35732.0,-19.28653347812368,-43.95709942241093,baldim,MG
kalore,2,86920.0,-23.825817818273244,-51.66858339556697,kalore,PR
anastacio,2,79210.0,-20.49526145111812,-55.80300727828307,anastacio,MS
igreja nova,2,57280.0,-10.130584965521912,-36.65275959576527,igreja nova,AL
paulo jacinto,2,57740.0,-9.37570320797708,-36.37916145908502,paulo jacinto,AL
sao joao das missoes,2,39475.0,-14.88030065841931,-44.08763649797041,sao joao das missoes,MG
jeronimo monteiro,2,29550.0,-20.78894691053277,-41.389484101091874,jeronimo monteiro,ES
goianorte,2,77695.0,-8.777339355077833,-48.93340971908248,goianorte,TO
porto trombetas,2,68275.0,41.14620290949943,-8.57785501800488,porto trombetas,PA
deodapolis,2,79790.0,-22.28284142357653,-54.16908800400775,deodapolis,MS
sao jose dos quatro marcos,2,78285.0,-15.622051354949248,-58.1695869396221,sao jose dos quatro marcos,MT
quixelo,2,63515.0,-6.252661170677467,-39.20062262913047,quixelo,CE
bandeirantes do tocantins,2,77783.0,-7.762561089019623,-48.58056269248109,bandeirantes do tocantins,TO
serra dourada,2,47740.0,-12.762397031083625,-43.954629643913485,serra dourada,BA
periquito,2,35118.0,-19.15805233645516,-42.24094710428658,periquito,MG
tanque d'arca,2,57635.0,-9.53416808476923,-36.43440734153849,tanque d'arca,AL
xambre,2,87535.0,-23.73758412825663,-53.485974574541,xambre,PR
jequitiba,2,35767.0,-19.23775671269226,-44.02604803868425,jequitiba,MG
jussari,2,45622.0,-15.189915969518989,-39.49538167111002,jussari,BA
flor da serra do sul,2,85618.0,-26.25575668277037,-53.30855190722285,flor da serra do sul,PR
bonfinopolis de minas,2,38650.0,-16.564400117713785,-45.98198595939098,bonfinopolis de minas,MG
alfredo wagner,2,88450.0,-27.701350555128187,-49.33459795584936,alfredo wagner,SC
doverlandia,2,75855.0,-16.723575000859544,-52.31445521923214,doverlandia,GO
gaucha do norte,2,78875.0,-13.17889949438228,-53.2522357069531,gaucha do norte,MT
alagoinha,2,55260.0,-8.466281320543434,-36.77651808934907,alagoinha,PE
magda,2,15310.0,-20.647805529757623,-50.22567196582301,magda,SP
ataleia,2,39850.0,-18.039928640832454,-41.11079357543488,ataleia,MG
bodoquena,2,79390.0,-20.548919096969858,-56.67547900606177,bodoquena,MS
ipixuna do para,2,68637.0,-2.560721628548006,-47.49510234178207,ipixuna do para,PA
nonoai,2,99600.0,-27.373467553496027,-52.77324382923828,nonoai,RS
jaraguari,2,79440.0,-20.098782813935884,-54.43500607409076,jaraguari,MS
gaviao peixoto,2,14813.0,-21.838329613012903,-48.49030487176805,gaviao peixoto,SP
denise,2,78380.0,-14.72790787334216,-57.04496580365321,denise,MT
campanario,2,39835.0,-18.24182967623596,-41.729519129045904,campanario,MG
alto caparao,2,36979.0,-20.44051809081217,-41.86617299999999,alto caparao,MG
caldeirao grande,2,44750.0,-11.107471772485226,-40.07027331427583,caldeirao grande,BA
campestre da serra,2,95255.0,-28.79485822242105,-51.09429466225263,campestre da serra,RS
varjao de minas,2,38794.0,-18.391858367954143,-46.043800149974736,varjao de minas,MG
pimenta,2,35585.0,-20.478120840408064,-45.80176497796169,pimenta,MG
mercedes,2,85998.0,-24.452562961942327,-54.16611231329519,mercedes,PR
sericita,2,35368.0,-20.472110616735527,-42.48541014446874,sericita,MG
santa cruz do prata,2,37815.0,-19.321724888523093,-48.92200810636418,santa cruz do prata,MG
